zone,state,lga,sector,ea,hhid,cropcode,phl_q02_1,phl_q03_1,phl_q04_1,phl_q05_1,phl_q06_1,phl_q07__1_1,phl_q07__2_1,phl_q07__3_1,phl_q07__4_1,phl_q07__5_1,phl_q07__6_1,phl_q02_2,phl_q03_2,phl_q04_2,phl_q05_2,phl_q06_2,phl_q07__1_2,phl_q07__2_2,phl_q07__3_2,phl_q07__4_2,phl_q07__5_2,phl_q07__6_2,phl_q02_3,phl_q03_3,phl_q04_3,phl_q05_3,phl_q06_3,phl_q07__1_3,phl_q07__2_3,phl_q07__3_3,phl_q07__4_3,phl_q07__5_3,phl_q07__6_3,phl_q08__1,phl_q09_1,phl_q10_1,phl_q11_1,phl_q12__1_1,phl_q12__2_1,phl_q12__3_1,phl_q12__4_1,phl_q12__5_1,phl_q12__6_1,phl_q08__2,phl_q09_2,phl_q10_2,phl_q11_2,phl_q12__1_2,phl_q12__2_2,phl_q12__3_2,phl_q12__4_2,phl_q12__5_2,phl_q12__6_2,phl_q08__3,phl_q09_3,phl_q10_3,phl_q11_3,phl_q12__1_3,phl_q12__2_3,phl_q12__3_3,phl_q12__4_3,phl_q12__5_3,phl_q12__6_3
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289046,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289046,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289047,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289047,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289047,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289047,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289047,2260. TOMATO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289047,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2811. ILE OLUJI OKEIGBO,2. RURAL,390,289047,3170. ORANGE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,662,289050,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,662,289053,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,662,289055,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,662,289056,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,662,289059,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2814. OKITIPUPA,1. URBAN,662,289059,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289062,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289063,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289063,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289064,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289064,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289064,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289064,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289064,2194. GREEN VEGETABLE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289066,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289066,3040. COCOA,1. YES,1,20,8,3500,1,0,1,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289066,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,2194. GREEN VEGETABLE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,3040. COCOA,1. YES,1,10,6,3000,1,0,1,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289067,3210. PAWPAW,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,11. Ebonyi,1105. EZZA NORTH,2. RURAL,0,289071,1123. WATER YAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,2,4,0,1,0,1,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289072,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2815. ONDO EAST,2. RURAL,10,289072,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2816. ONDO WEST,1. URBAN,2146,289082,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289088,1123. WATER YAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2805. AKURE NORTH,2. RURAL,498,289088,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,530,290003,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,530,290007,1020. CASSAVA,2. NO,,,,,,,,,,,1. YES,1,1,5,3000,1,0,1,0,1,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,530,290007,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,530,290007,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,530,290007,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2905. BORIPE,1. URBAN,0,290009,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2905. BORIPE,1. URBAN,0,290009,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2905. BORIPE,1. URBAN,0,290009,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2905. BORIPE,1. URBAN,0,290009,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290031,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290031,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290031,2260. TOMATO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290034,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290034,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290037,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290037,3170. ORANGE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290039,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2929. OSHOGBO,1. URBAN,1300,290039,2194. GREEN VEGETABLE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2908. EGBEDORE,2. RURAL,220,290043,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2908. EGBEDORE,2. RURAL,220,290043,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2908. EGBEDORE,2. RURAL,220,290046,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2908. EGBEDORE,2. RURAL,220,290047,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2905. BORIPE,1. URBAN,1096,290073,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2806. AKURE SOUTH,1. URBAN,0,290075,1020. CASSAVA,2. NO,,,,,,,,,,,1. YES,1,1,5,3000,0,0,0,0,1,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2806. AKURE SOUTH,1. URBAN,0,290075,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2806. AKURE SOUTH,1. URBAN,0,290075,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2806. AKURE SOUTH,1. URBAN,0,290075,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,1,6,5,0,0,1,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,28. Ondo,2806. AKURE SOUTH,1. URBAN,0,290075,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,2,4,5,1,1,0,0,0,0,2. NO,,,,,,,,,
6. South West,29. Osun,2905. BORIPE,1. URBAN,1096,290080,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2905. BORIPE,1. URBAN,1096,290080,2260. TOMATO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2910. IFE CENTRAL,1. URBAN,350,290084,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2910. IFE CENTRAL,1. URBAN,350,290084,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2910. IFE CENTRAL,1. URBAN,350,290090,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2910. IFE CENTRAL,1. URBAN,350,290090,3110. KOLANUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290171,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290171,3040. COCOA,2. NO,,,,,,,,,,,1. YES,3,5,5,2500,1,0,1,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290172,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290172,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290172,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290172,3170. ORANGE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290173,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290173,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290173,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290173,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290176,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290177,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290177,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290177,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290177,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290178,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290178,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290178,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290178,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290178,3170. ORANGE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290179,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290179,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290179,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290179,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2920. IREWOLE,2. RURAL,1628,290180,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299001,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
6. South West,29. Osun,2915. IFELODUN (OSUN),1. URBAN,622,299001,3040. COCOA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
